 ,Country,State,County,Island,Locality Detail,FROM Date Collected,TO Date Collected,Collector(s),Order,Family,Subfamily,Genus,Subgenus,Species,Subspecies,Drawer,Survey,Sex,Collecting Remarks,Type,Curation Remarks,Count,Part,Stage,Elevation,Lat,Lon,,,,,
LACM ENT 402864,USA,CA,Santa Barbara,Santa Rosa,,8.viii.1939,,L.M. Martin,Coleoptera,Chrysomelidae,,Acanthoscelides,,pullus,,26Q-04642,Channel Islands Survey,,,,,,,,,,,,,,,
LACM ENT 402865,USA,CA,Santa Barbara,Santa Rosa,,8.viii.1939,,L.M. Martin,Coleoptera,Chrysomelidae,,Acanthoscelides,,pullus,,26Q-04642,Channel Islands Survey,,,,,,,,,,,,,,,
LACM ENT 402866,USA,CA,Santa Barbara,Santa Rosa,,8.viii.1939,,L.M. Martin,Coleoptera,Chrysomelidae,,Acanthoscelides,,pullus,,26Q-04642,Channel Islands Survey,,,,,,,,,,,,,,,
LACM ENT 402867,USA,CA,Santa Barbara,Santa Rosa,,8.viii.1939,,L.M. Martin,Coleoptera,Chrysomelidae,,Acanthoscelides,,pullus,,26Q-04642,Channel Islands Survey,,,,,,,,,,,,,,,
LACM ENT 402868,USA,CA,Santa Barbara,Santa Rosa,,8.viii.1939,,L.M. Martin,Coleoptera,Chrysomelidae,,Acanthoscelides,,pullus,,26Q-04642,Channel Islands Survey,,,,,,,,,,,,,,,
LACM ENT 402869,USA,CA,Ventura,Anacapa,,18.viii.1940,,G.P. Kanakoff,Coleoptera,Chrysomelidae,,Acanthoscelides,,pullus,,26Q-04642,Channel Islands Survey,,On Astragalus,,,,,,,,,,,,,
LACM ENT 402870,USA,CA,Ventura,Anacapa,,18.viii.1940,,G.P. Kanakoff,Coleoptera,Chrysomelidae,,Acanthoscelides,,pullus,,26Q-04642,Channel Islands Survey,,On Astragalus,,,,,,,,,,,,,
LACM ENT 402871,USA,CA,Ventura,Anacapa,,18.viii.1940,,G.P. Kanakoff,Coleoptera,Chrysomelidae,,Acanthoscelides,,pullus,,26Q-04642,Channel Islands Survey,,On Astragalus,,,,,,,,,,,,,
LACM ENT 402872,USA,CA,Ventura,Anacapa,,18.viii.1940,,G.P. Kanakoff,Coleoptera,Chrysomelidae,,Acanthoscelides,,pullus,,26Q-04642,Channel Islands Survey,,On Astragalus,,,,,,,,,,,,,
LACM ENT 402873,USA,CA,Ventura,Anacapa,,18.viii.1940,,G.P. Kanakoff,Coleoptera,Chrysomelidae,,Acanthoscelides,,pullus,,26Q-04642,Channel Islands Survey,,On Astragalus,,,,,,,,,,,,,
LACM ENT 402874,USA,CA,Ventura,Anacapa,,18.viii.1940,,G.P. Kanakoff,Coleoptera,Chrysomelidae,,Acanthoscelides,,pullus,,26Q-04642,Channel Islands Survey,,On Astragalus,,,,,,,,,,,,,
LACM ENT 402875,USA,CA,Ventura,Anacapa,,18.viii.1940,,G.P. Kanakoff,Coleoptera,Chrysomelidae,,Acanthoscelides,,pullus,,26Q-04642,Channel Islands Survey,,On Astragalus,,,,,,,,,,,,,
LACM ENT 402876,USA,CA,Ventura,Anacapa,,18.viii.1940,,G.P. Kanakoff,Coleoptera,Chrysomelidae,,Acanthoscelides,,pullus,,26Q-04642,Channel Islands Survey,,On Astragalus,,,,,,,,,,,,,
LACM ENT 402877,USA,CA,Ventura,Anacapa,,18.viii.1940,,G.P. Kanakoff,Coleoptera,Chrysomelidae,,Acanthoscelides,,pullus,,26Q-04642,Channel Islands Survey,,On Astragalus,,,,,,,,,,,,,
LACM ENT 402878,USA,CA,Ventura,Anacapa,,18.viii.1940,,G.P. Kanakoff,Coleoptera,Chrysomelidae,,Acanthoscelides,,pullus,,26Q-04642,Channel Islands Survey,,On Astragalus,,,,,,,,,,,,,
LACM ENT 402879,USA,CA,Ventura,Anacapa,,18.viii.1940,,G.P. Kanakoff,Coleoptera,Chrysomelidae,,Acanthoscelides,,pullus,,26Q-04642,Channel Islands Survey,,On Astragalus,,,,,,,,,,,,,
LACM ENT 402880,USA,CA,Ventura,Anacapa,,18.viii.1940,,G.P. Kanakoff,Coleoptera,Chrysomelidae,,Acanthoscelides,,pullus,,26Q-04642,Channel Islands Survey,,On Astragalus,,,,,,,,,,,,,
LACM ENT 402881,USA,CA,Ventura,Anacapa,,18.viii.1940,,G.P. Kanakoff,Coleoptera,Chrysomelidae,,Acanthoscelides,,pullus,,26Q-04642,Channel Islands Survey,,On Astragalus,,,,,,,,,,,,,
LACM ENT 402882,USA,CA,Ventura,Anacapa,,18.viii.1940,,G.P. Kanakoff,Coleoptera,Chrysomelidae,,Acanthoscelides,,pullus,,26Q-04642,Channel Islands Survey,,On Astragalus,,,,,,,,,,,,,
LACM ENT 402883,USA,CA,Ventura,Anacapa,,18.viii.1940,,G.P. Kanakoff,Coleoptera,Chrysomelidae,,Acanthoscelides,,pullus,,26Q-04642,Channel Islands Survey,,On Astragalus,,,,,,,,,,,,,
LACM ENT 402884,USA,CA,Ventura,Anacapa,,18.viii.1940,,G.P. Kanakoff,Coleoptera,Chrysomelidae,,Acanthoscelides,,pullus,,26Q-04642,Channel Islands Survey,,On Astragalus,,,,,,,,,,,,,
LACM ENT 402885,USA,CA,Ventura,Anacapa,,18.viii.1940,,G.P. Kanakoff,Coleoptera,Chrysomelidae,,Acanthoscelides,,pullus,,26Q-04642,Channel Islands Survey,,On Astragalus,,,,,,,,,,,,,
LACM ENT 402886,USA,CA,Ventura,Anacapa,,18.viii.1940,,G.P. Kanakoff,Coleoptera,Chrysomelidae,,Acanthoscelides,,pullus,,26Q-04642,Channel Islands Survey,,On Astragalus,,,,,,,,,,,,,
LACM ENT 402887,USA,CA,Ventura,Anacapa,,18.viii.1940,,G.P. Kanakoff,Coleoptera,Chrysomelidae,,Acanthoscelides,,pullus,,26Q-04642,Channel Islands Survey,,On Astragalus,,,,,,,,,,,,,
LACM ENT 402888,USA,CA,Ventura,Anacapa,,18.viii.1940,,G.P. Kanakoff,Coleoptera,Chrysomelidae,,Acanthoscelides,,pullus,,26Q-04642,Channel Islands Survey,,On Astragalus,,,,,,,,,,,,,
LACM ENT 402889,USA,CA,Ventura,Anacapa,,18.viii.1940,,G.P. Kanakoff,Coleoptera,Chrysomelidae,,Acanthoscelides,,pullus,,26Q-04642,Channel Islands Survey,,On Astragalus,,,,,,,,,,,,,
LACM ENT 402890,USA,CA,Ventura,Anacapa,,18.viii.1940,,G.P. Kanakoff,Coleoptera,Chrysomelidae,,Acanthoscelides,,pullus,,26Q-04642,Channel Islands Survey,,On Astragalus,,,,,,,,,,,,,
LACM ENT 402891,USA,CA,Ventura,Anacapa,,18.viii.1940,,G.P. Kanakoff,Coleoptera,Chrysomelidae,,Acanthoscelides,,pullus,,26Q-04642,Channel Islands Survey,,On Astragalus,,,,,,,,,,,,,
LACM ENT 402892,USA,CA,Ventura,Anacapa,,18.viii.1940,,G.P. Kanakoff,Coleoptera,Chrysomelidae,,Acanthoscelides,,pullus,,26Q-04642,Channel Islands Survey,,On Astragalus,,,,,,,,,,,,,
LACM ENT 402893,USA,CA,Ventura,Anacapa,,18.viii.1940,,G.P. Kanakoff,Coleoptera,Chrysomelidae,,Acanthoscelides,,pullus,,26Q-04642,Channel Islands Survey,,On Astragalus,,,,,,,,,,,,,
LACM ENT 402894,USA,CA,Ventura,Anacapa,,18.viii.1940,,G.P. Kanakoff,Coleoptera,Chrysomelidae,,Acanthoscelides,,pullus,,26Q-04642,Channel Islands Survey,,On Astragalus,,,,,,,,,,,,,
LACM ENT 402895,USA,CA,Ventura,Anacapa,,18.viii.1940,,G.P. Kanakoff,Coleoptera,Chrysomelidae,,Acanthoscelides,,pullus,,26Q-04642,Channel Islands Survey,,On Astragalus,,,,,,,,,,,,,
LACM ENT 402896,USA,CA,Ventura,Anacapa,,18.viii.1940,,G.P. Kanakoff,Coleoptera,Chrysomelidae,,Acanthoscelides,,pullus,,26Q-04642,Channel Islands Survey,,On Astragalus,,,,,,,,,,,,,
LACM ENT 402897,USA,CA,Ventura,Anacapa,,18.viii.1940,,G.P. Kanakoff,Coleoptera,Chrysomelidae,,Acanthoscelides,,pullus,,26Q-04642,Channel Islands Survey,,On Astragalus,,,,,,,,,,,,,
LACM ENT 402898,USA,CA,Ventura,Anacapa,,18.viii.1940,,G.P. Kanakoff,Coleoptera,Chrysomelidae,,Acanthoscelides,,pullus,,26Q-04642,Channel Islands Survey,,On Astragalus,,,,,,,,,,,,,
LACM ENT 402899,USA,CA,Ventura,Anacapa,,18.viii.1940,,G.P. Kanakoff,Coleoptera,Chrysomelidae,,Acanthoscelides,,pullus,,26Q-04642,Channel Islands Survey,,On Astragalus,,,,,,,,,,,,,
LACM ENT 402900,USA,CA,Ventura,Anacapa,,18.viii.1940,,G.P. Kanakoff,Coleoptera,Chrysomelidae,,Acanthoscelides,,pullus,,26Q-04642,Channel Islands Survey,,On Astragalus,,,,,,,,,,,,,
LACM ENT 402901,USA,CA,Ventura,Anacapa,,18.viii.1940,,G.P. Kanakoff,Coleoptera,Chrysomelidae,,Acanthoscelides,,pullus,,26Q-04642,Channel Islands Survey,,On Astragalus,,,,,,,,,,,,,
LACM ENT 402902,USA,CA,Ventura,Anacapa,,18.viii.1940,,G.P. Kanakoff,Coleoptera,Chrysomelidae,,Acanthoscelides,,pullus,,26Q-04642,Channel Islands Survey,,On Astragalus,,,,,,,,,,,,,
LACM ENT 402903,USA,CA,Ventura,Anacapa,,18.viii.1940,,G.P. Kanakoff,Coleoptera,Chrysomelidae,,Acanthoscelides,,pullus,,26Q-04642,Channel Islands Survey,,On Astragalus,,,,,,,,,,,,,
LACM ENT 402904,USA,CA,Ventura,Anacapa,,18.viii.1940,,G.P. Kanakoff,Coleoptera,Chrysomelidae,,Acanthoscelides,,pullus,,26Q-04642,Channel Islands Survey,,On Astragalus,,,,,,,,,,,,,
LACM ENT 402905,USA,CA,Ventura,Anacapa,,18.viii.1940,,G.P. Kanakoff,Coleoptera,Chrysomelidae,,Acanthoscelides,,pullus,,26Q-04642,Channel Islands Survey,,On Astragalus,,,,,,,,,,,,,
LACM ENT 402906,USA,CA,Ventura,Anacapa,,18.viii.1940,,G.P. Kanakoff,Coleoptera,Chrysomelidae,,Acanthoscelides,,pullus,,26Q-04642,Channel Islands Survey,,On Astragalus,,,,,,,,,,,,,
LACM ENT 402907,USA,CA,Ventura,Anacapa,,18.viii.1940,,G.P. Kanakoff,Coleoptera,Chrysomelidae,,Acanthoscelides,,pullus,,26Q-04642,Channel Islands Survey,,On Astragalus,,,,,,,,,,,,,
LACM ENT 402908,USA,CA,Ventura,Anacapa,,18.viii.1940,,G.P. Kanakoff,Coleoptera,Chrysomelidae,,Acanthoscelides,,pullus,,26Q-04642,Channel Islands Survey,,On Astragalus,,,,,,,,,,,,,
LACM ENT 402909,USA,CA,Ventura,Anacapa,,18.viii.1940,,G.P. Kanakoff,Coleoptera,Chrysomelidae,,Acanthoscelides,,pullus,,26Q-04642,Channel Islands Survey,,On Astragalus,,,,,,,,,,,,,
LACM ENT 402910,USA,CA,Ventura,Anacapa,,18.viii.1940,,G.P. Kanakoff,Coleoptera,Chrysomelidae,,Acanthoscelides,,pullus,,26Q-04642,Channel Islands Survey,,On Astragalus,,,,,,,,,,,,,
LACM ENT 402911,USA,CA,Ventura,Anacapa,,18.viii.1940,,G.P. Kanakoff,Coleoptera,Chrysomelidae,,Acanthoscelides,,pullus,,26Q-04642,Channel Islands Survey,,On Astragalus,,,,,,,,,,,,,
LACM ENT 402912,USA,CA,Ventura,Anacapa,,18.viii.1940,,G.P. Kanakoff,Coleoptera,Chrysomelidae,,Acanthoscelides,,pullus,,26Q-04642,Channel Islands Survey,,On Astragalus,,,,,,,,,,,,,
LACM ENT 402913,USA,CA,Ventura,Anacapa,,18.viii.1940,,G.P. Kanakoff,Coleoptera,Chrysomelidae,,Acanthoscelides,,pullus,,26Q-04642,Channel Islands Survey,,On Astragalus,,,,,,,,,,,,,
LACM ENT 402914,USA,CA,Ventura,Anacapa,,18.viii.1940,,G.P. Kanakoff,Coleoptera,Chrysomelidae,,Acanthoscelides,,pullus,,26Q-04642,Channel Islands Survey,,On Astragalus,,,,,,,,,,,,,
LACM ENT 402915,USA,CA,Ventura,Anacapa,,18.viii.1940,,G.P. Kanakoff,Coleoptera,Chrysomelidae,,Acanthoscelides,,pullus,,26Q-04642,Channel Islands Survey,,On Astragalus,,,,,,,,,,,,,
LACM ENT 402916,USA,CA,Ventura,Anacapa,,18.viii.1940,,G.P. Kanakoff,Coleoptera,Chrysomelidae,,Acanthoscelides,,pullus,,26Q-04642,Channel Islands Survey,,On Astragalus,,,,,,,,,,,,,
LACM ENT 402917,USA,CA,Ventura,Anacapa,,18.viii.1940,,G.P. Kanakoff,Coleoptera,Chrysomelidae,,Acanthoscelides,,pullus,,26Q-04642,Channel Islands Survey,,On Astragalus,,,,,,,,,,,,,
LACM ENT 402918,USA,CA,Ventura,Anacapa,,18.viii.1940,,G.P. Kanakoff,Coleoptera,Chrysomelidae,,Acanthoscelides,,pullus,,26Q-04642,Channel Islands Survey,,On Astragalus,,,,,,,,,,,,,
LACM ENT 402919,USA,CA,Ventura,Anacapa,,18.viii.1940,,G.P. Kanakoff,Coleoptera,Chrysomelidae,,Acanthoscelides,,pullus,,26Q-04642,Channel Islands Survey,,On Astragalus,,,,,,,,,,,,,
LACM ENT 402920,USA,CA,Ventura,Anacapa,,18.viii.1940,,G.P. Kanakoff,Coleoptera,Chrysomelidae,,Acanthoscelides,,pullus,,26Q-04642,Channel Islands Survey,,On Astragalus,,,,,,,,,,,,,
LACM ENT 402921,USA,CA,Ventura,Anacapa,,18.viii.1940,,G.P. Kanakoff,Coleoptera,Chrysomelidae,,Acanthoscelides,,pullus,,26Q-04642,Channel Islands Survey,,On Astragalus,,,,,,,,,,,,,
LACM ENT 402922,USA,CA,Ventura,Anacapa,,18.viii.1940,,G.P. Kanakoff,Coleoptera,Chrysomelidae,,Acanthoscelides,,pullus,,26Q-04642,Channel Islands Survey,,On Astragalus,,,,,,,,,,,,,
LACM ENT 402923,USA,CA,Ventura,Anacapa,,18.viii.1940,,G.P. Kanakoff,Coleoptera,Chrysomelidae,,Acanthoscelides,,pullus,,26Q-04642,Channel Islands Survey,,On Astragalus,,,,,,,,,,,,,
LACM ENT 402924,USA,CA,Ventura,Anacapa,,18.viii.1940,,G.P. Kanakoff,Coleoptera,Chrysomelidae,,Acanthoscelides,,pullus,,26Q-04642,Channel Islands Survey,,On Astragalus,,,,,,,,,,,,,
LACM ENT 402925,USA,CA,Ventura,Anacapa,,18.viii.1940,,G.P. Kanakoff,Coleoptera,Chrysomelidae,,Acanthoscelides,,pullus,,26Q-04642,Channel Islands Survey,,On Astragalus,,,,,,,,,,,,,
LACM ENT 402926,USA,CA,Ventura,Anacapa,,18.viii.1940,,G.P. Kanakoff,Coleoptera,Chrysomelidae,,Acanthoscelides,,pullus,,26Q-04642,Channel Islands Survey,,On Astragalus,,,,,,,,,,,,,
LACM ENT 402927,USA,CA,Ventura,Anacapa,,18.viii.1940,,G.P. Kanakoff,Coleoptera,Chrysomelidae,,Acanthoscelides,,pullus,,26Q-04642,Channel Islands Survey,,On Astragalus,,,,,,,,,,,,,
LACM ENT 402928,USA,CA,Ventura,Anacapa,,18.viii.1940,,G.P. Kanakoff,Coleoptera,Chrysomelidae,,Acanthoscelides,,pullus,,26Q-04642,Channel Islands Survey,,On Astragalus,,,,,,,,,,,,,
LACM ENT 402929,USA,CA,Ventura,Anacapa,,18.viii.1940,,G.P. Kanakoff,Coleoptera,Chrysomelidae,,Acanthoscelides,,pullus,,26Q-04642,Channel Islands Survey,,On Astragalus,,,,,,,,,,,,,
LACM ENT 402930,USA,CA,Ventura,Anacapa,,18.viii.1940,,G.P. Kanakoff,Coleoptera,Chrysomelidae,,Acanthoscelides,,pullus,,26Q-04642,Channel Islands Survey,,On Astragalus,,,,,,,,,,,,,
LACM ENT 402931,USA,CA,Ventura,Anacapa,,18.viii.1940,,G.P. Kanakoff,Coleoptera,Chrysomelidae,,Acanthoscelides,,pullus,,26Q-04642,Channel Islands Survey,,On Astragalus,,,,,,,,,,,,,
LACM ENT 402932,USA,CA,Ventura,Anacapa,,18.viii.1940,,G.P. Kanakoff,Coleoptera,Chrysomelidae,,Acanthoscelides,,pullus,,26Q-04642,Channel Islands Survey,,On Astragalus,,,,,,,,,,,,,
LACM ENT 402933,USA,CA,Ventura,Anacapa,,18.viii.1940,,G.P. Kanakoff,Coleoptera,Chrysomelidae,,Acanthoscelides,,pullus,,26Q-04642,Channel Islands Survey,,On Astragalus,,,,,,,,,,,,,
LACM ENT 402934,USA,CA,Ventura,Anacapa,,18.viii.1940,,G.P. Kanakoff,Coleoptera,Chrysomelidae,,Acanthoscelides,,pullus,,26Q-04642,Channel Islands Survey,,On Astragalus,,,,,,,,,,,,,
LACM ENT 402935,USA,CA,Ventura,Anacapa,,18.viii.1940,,G.P. Kanakoff,Coleoptera,Chrysomelidae,,Acanthoscelides,,pullus,,26Q-04642,Channel Islands Survey,,On Astragalus,,,,,,,,,,,,,
LACM ENT 402936,USA,CA,Ventura,Anacapa,,18.viii.1940,,G.P. Kanakoff,Coleoptera,Chrysomelidae,,Acanthoscelides,,pullus,,26Q-04642,Channel Islands Survey,,On Astragalus,,,,,,,,,,,,,
LACM ENT 402937,USA,CA,Ventura,Anacapa,,18.viii.1940,,G.P. Kanakoff,Coleoptera,Chrysomelidae,,Acanthoscelides,,pullus,,26Q-04642,Channel Islands Survey,,On Astragalus,,,,,,,,,,,,,
LACM ENT 402938,USA,CA,Ventura,Anacapa,,18.viii.1940,,G.P. Kanakoff,Coleoptera,Chrysomelidae,,Acanthoscelides,,pullus,,26Q-04642,Channel Islands Survey,,On Astragalus,,,,,,,,,,,,,
LACM ENT 402939,USA,CA,Ventura,Anacapa,,18.viii.1940,,G.P. Kanakoff,Coleoptera,Chrysomelidae,,Acanthoscelides,,pullus,,26Q-04642,Channel Islands Survey,,On Astragalus,,,,,,,,,,,,,
LACM ENT 402940,USA,CA,Ventura,Anacapa,,18.viii.1940,,G.P. Kanakoff,Coleoptera,Chrysomelidae,,Acanthoscelides,,pullus,,26Q-04642,Channel Islands Survey,,On Astragalus,,,,,,,,,,,,,
LACM ENT 402941,USA,CA,Ventura,Anacapa,,18.viii.1940,,G.P. Kanakoff,Coleoptera,Chrysomelidae,,Acanthoscelides,,pullus,,26Q-04642,Channel Islands Survey,,On Astragalus,,,,,,,,,,,,,
LACM ENT 402942,USA,CA,Santa Barbara,Santa Cruz,,13.viii.1939,,L.M. Martin,Coleoptera,Chrysomelidae,,Acanthoscelides,,pullus,,26Q-04642,Channel Islands Survey,,,,,,,,,,,,,,,
LACM ENT 402947,USA,CA,Santa Barbara,Santa Cruz, ,16.viii.1939,,L.M. Martin,Coleoptera,Chrysomelidae,,Acanthoscelides,,pullus,,26Q-04642,Channel Islands Survey,,,,UCLA Accession,,,,,,,,,,,
LACM ENT 402948,USA,CA,Ventura,Anacapa,,22.viii.1940,,G.P. Kanakoff,Coleoptera,Chrysomelidae,,Acanthoscelides,,pullus,,26Q-04642,Channel Islands Survey,,,,,,,,,,,,,,,
LACM ENT 402949,USA,CA,Santa Barbara,San Miguel,,31.vii.1939,,L.M. Martin,Coleoptera,Chrysomelidae,,Acanthoscelides,,pullus,,26Q-04642,Channel Islands Survey,,,,,,,,,,,,,,,
LACM ENT 402950,USA,CA,Santa Barbara,San Miguel,,31.vii.1939,,L.M. Martin,Coleoptera,Chrysomelidae,,Acanthoscelides,,pullus,,26Q-04642,Channel Islands Survey,,,,,,,,,,,,,,,
LACM ENT 402951,USA,CA,Santa Barbara,San Miguel,,1.xi.1939,,L.M. Martin,Coleoptera,Chrysomelidae,,Acanthoscelides,,pullus,,26Q-04642,Channel Islands Survey,,,,,,,,,,,,,,,
LACM ENT 402952,USA,CA,Santa Barbara,San Miguel,,29.viii.1939,,L.M. Martin,Coleoptera,Chrysomelidae,,Acanthoscelides,,pullus,,26Q-04642,Channel Islands Survey,,,,,,,,,,,,,,,
LACM ENT 402953,USA,CA,Santa Barbara,San Miguel,,29.viii.1939,,L.M. Martin,Coleoptera,Chrysomelidae,,Acanthoscelides,,pullus,,26Q-04642,Channel Islands Survey,,,,,,,,,,,,,,,
LACM ENT 402957,USA,CA,Ventura,Anacapa,,19.viii.1940,,G.P. Kanakoff,Coleoptera,Chrysomelidae,,Acanthoscelides,,pullus,,26Q-04642,Channel Islands Survey,,,,,,,,,,,,,,,
LACM ENT 402958,USA,CA,Ventura,Anacapa,,19.viii.1940,,G.P. Kanakoff,Coleoptera,Chrysomelidae,,Acanthoscelides,,pullus,,26Q-04642,Channel Islands Survey,,,,,,,,,,,,,,,
LACM ENT 402965,USA,CA,Santa Barbara,Santa Rosa,,6.viii.1939,,L.M. Martin,Coleoptera,Chrysomelidae,,Acanthoscelides,,pullus,,26Q-04642,Channel Islands Survey,,,,,,,,,,,,,,,
LACM ENT 402966,USA,CA,Santa Barbara,Santa Rosa,,6.viii.1939,,L.M. Martin,Coleoptera,Chrysomelidae, ,Acanthoscelides,,pullus,,26Q-04642,Channel Islands Survey,,,,,,,,,,,,,,,
LACM ENT 402967,USA,CA,Santa Barbara,Santa Rosa,,6.viii.1939,,L.M. Martin,Coleoptera,Chrysomelidae,,Acanthoscelides,,pullus,,26Q-04642,Channel Islands Survey,,,,,,,,,,,,,,,
LACM ENT 402968,USA,CA,Santa Barbara,Santa Rosa,,6.viii.1939,,L.M. Martin,Coleoptera,Chrysomelidae,,Acanthoscelides,,pullus,,26Q-04642,Channel Islands Survey,,,,,,,,,,,,,,,
LACM ENT 402969,USA,CA,Santa Barbara,Santa Rosa,,6.viii.1939,,L.M. Martin,Coleoptera,Chrysomelidae,,Acanthoscelides,,pullus,,26Q-04642,Channel Islands Survey,,,,,,,,,,,,,,,
LACM ENT 402970,USA,CA,Santa Barbara,Santa Rosa,,6.viii.1939,,L.M. Martin,Coleoptera,Chrysomelidae,,Acanthoscelides,,pullus,,26Q-04642,Channel Islands Survey,,,,,,,,,,,,,,,
LACM ENT 402971,USA,CA,Santa Barbara,Santa Rosa,,6.viii.1939,,L.M. Martin,Coleoptera,Chrysomelidae,,Acanthoscelides,,pullus,,26Q-04642,Channel Islands Survey,,,,,,,,,,,,,,,
LACM ENT 402972,USA,CA,Santa Barbara,Santa Rosa,,6.viii.1939,,L.M. Martin,Coleoptera,Chrysomelidae,,Acanthoscelides,,pullus,,26Q-04642,Channel Islands Survey,,,,,,,,,,,,,,,
LACM ENT 402973,USA,CA,Santa Barbara,Santa Rosa,,6.viii.1939,,L.M. Martin,Coleoptera,Chrysomelidae,,Acanthoscelides,,pullus,,26Q-04642,Channel Islands Survey,,,,,,,,,,,,,,,
LACM ENT 402974,USA,CA,Santa Barbara,Santa Rosa,,6.viii.1939,,L.M. Martin,Coleoptera,Chrysomelidae,,Acanthoscelides,,pullus,,26Q-04642,Channel Islands Survey,,,,,,,,,,,,,,,
LACM ENT 402975,USA,CA,Santa Barbara,Santa Rosa,,6.viii.1939,,L.M. Martin,Coleoptera,Chrysomelidae,,Acanthoscelides,,pullus,,26Q-04642,Channel Islands Survey,,,,,,,,,,,,,,,
LACM ENT 402976,USA,CA,Santa Barbara,Santa Rosa,,6.viii.1939,,L.M. Martin,Coleoptera,Chrysomelidae,,Acanthoscelides,,pullus,,26Q-04642,Channel Islands Survey,,,,,,,,,,,,,,,
LACM ENT 402977,USA,CA,Santa Barbara,Santa Rosa,,6.viii.1939,,L.M. Martin,Coleoptera,Chrysomelidae,,Acanthoscelides,,pullus,,26Q-04642,Channel Islands Survey,,,,,,,,,,,,,,,
LACM ENT 402978,USA,CA,Santa Barbara,Santa Rosa,,6.viii.1939,,L.M. Martin,Coleoptera,Chrysomelidae,,Acanthoscelides,,pullus,,26Q-04642,Channel Islands Survey,,,,,,,,,,,,,,,
LACM ENT 402979,USA,CA,Santa Barbara,Santa Rosa,,6.viii.1939,,L.M. Martin,Coleoptera,Chrysomelidae,,Acanthoscelides,,pullus,,26Q-04642,Channel Islands Survey,,,,,,,,,,,,,,,
LACM ENT 402980,USA,CA,Santa Barbara,Santa Rosa,,6.viii.1939,,L.M. Martin,Coleoptera,Chrysomelidae,,Acanthoscelides,,pullus,,26Q-04642,Channel Islands Survey,,,,,,,,,,,,,,,
LACM ENT 402981,USA,CA,Santa Barbara,Santa Rosa,,6.viii.1939,,L.M. Martin,Coleoptera,Chrysomelidae,,Acanthoscelides,,pullus,,26Q-04642,Channel Islands Survey,,,,,,,,,,,,,,,
LACM ENT 402982,USA,CA,Santa Barbara,Santa Rosa,,6.viii.1939,,G.P. Kanakoff,Coleoptera,Chrysomelidae,,Acanthoscelides,,pullus,,26Q-04642,Channel Islands Survey,,,,,,,,,,,,,,,
LACM ENT 402983,USA,CA,Santa Barbara,Santa Rosa,,6.viii.1939,,G.P. Kanakoff,Coleoptera,Chrysomelidae,,Acanthoscelides,,pullus,,26Q-04642,Channel Islands Survey,,,,,,,,,,,,,,,
LACM ENT 402984,USA,CA,Santa Barbara,Santa Rosa,,6.viii.1939,,G.P. Kanakoff,Coleoptera,Chrysomelidae,,Acanthoscelides,,pullus,,26Q-04642,Channel Islands Survey,,,,,,,,,,,,,,,
LACM ENT 402985,USA,CA,Santa Barbara,Santa Rosa,,6.viii.1939,,G.P. Kanakoff,Coleoptera,Chrysomelidae,,Acanthoscelides,,pullus,,26Q-04642,Channel Islands Survey,,,,,,,,,,,,,,,
LACM ENT 402986,USA,CA,Santa Barbara,Santa Rosa,,7.viii.1939,,L.M. Martin,Coleoptera,Chrysomelidae,,Acanthoscelides,,pullus,,26Q-04642,Channel Islands Survey,,,,,,,,,,,,,,,
LACM ENT 402987,USA,CA,Santa Barbara,Santa Rosa,,7.viii.1939,,L.M. Martin,Coleoptera,Chrysomelidae,,Acanthoscelides,,pullus,,26Q-04642,Channel Islands Survey,,,,,,,,,,,,,,,
LACM ENT 402988,USA,CA,Santa Barbara,Santa Rosa,,7.viii.1939,,L.M. Martin,Coleoptera,Chrysomelidae,,Acanthoscelides,,pullus,,26Q-04642,Channel Islands Survey,,,,,,,,,,,,,,,
LACM ENT 402989,USA,CA,Santa Barbara,Santa Rosa,,7.viii.1939,,L.M. Martin,Coleoptera,Chrysomelidae,,Acanthoscelides,,pullus,,26Q-04642,Channel Islands Survey,,,,,,,,,,,,,,,
LACM ENT 402990,USA,CA,Santa Barbara,Santa Rosa,,7.viii.1939,,L.M. Martin,Coleoptera,Chrysomelidae,,Acanthoscelides,,pullus,,26Q-04642,Channel Islands Survey,,,,,,,,,,,,,,,
LACM ENT 402991,USA,CA,Santa Barbara,Santa Rosa,,7.viii.1939,,L.M. Martin,Coleoptera,Chrysomelidae,,Acanthoscelides,,pullus,,26Q-04642,Channel Islands Survey,,,,,,,,,,,,,,,
LACM ENT 402992,USA,CA,Santa Barbara,Santa Rosa,,7.viii.1939,,L.M. Martin,Coleoptera,Chrysomelidae,,Acanthoscelides,,pullus,,26Q-04642,Channel Islands Survey,,,,,,,,,,,,,,,
LACM ENT 402993,USA,CA,Santa Barbara,Santa Rosa,,7.viii.1939,,L.M. Martin,Coleoptera,Chrysomelidae,,Acanthoscelides,,pullus,,26Q-04642,Channel Islands Survey,,,,,,,,,,,,,,,
LACM ENT 402994,USA,CA,Santa Barbara,Santa Rosa,,7.viii.1939,,L.M. Martin,Coleoptera,Chrysomelidae,,Acanthoscelides,,pullus,,26Q-04642,Channel Islands Survey,,,,,,,,,,,,,,,
LACM ENT 402995,USA,CA,Santa Barbara,Santa Rosa,,7.viii.1939,,L.M. Martin,Coleoptera,Chrysomelidae,,Acanthoscelides,,pullus,,26Q-04642,Channel Islands Survey,,,,,,,,,,,,,,,
